video_id,title,publish_date,view_count,like_count,comment_count,duration
47Gk2M6bddY,Different Types of Constraints on Database Tables,2024-06-17T03:29:14Z,251,8,2,145.0
pvvTzQatxFA,Full Course on ELT using DBT and Postgres,2024-07-01T13:00:07Z,1521,32,4,3166.0
2_7wvB1Z3wY,Getting Started with writing Medium Articles,2024-10-14T05:38:26Z,7,0,0,2015.0
tL_yd6-Njto,Udemy Rating and Review - Using Course Player,2022-08-16T05:35:18Z,886,0,0,25.0
sx-72yIFxFY,Udemy Rating and Review   Edit Feedback,2022-08-16T05:35:44Z,620,6,0,26.0
9sqiQLqMqmA,Udemy Rating and Review   Rating Course using Learning Page,2022-08-16T05:34:27Z,1093,8,1,27.0
UAVbNKdUYsw,Introduction to Machine Learning (Excerpt or Sample Video),2022-02-28T03:01:12Z,1178,14,1,2356.0
1r8fOyE9H_k,Develop Machine Learning Models - Predicting the numbers using OCR and PyTorch (Sample Video),2022-03-02T02:38:50Z,1718,16,1,3458.0
h14aU3kAjxw,Getting Started with Databricks on Microsoft Azure,2022-03-05T04:30:15Z,6712,48,7,2692.0
iaO-WFUvEUI,Azure Essentials for Databricks - Setup Azure CLI as well as Manage Resources using Azure CLI,2022-03-12T04:30:16Z,1534,7,1,2828.0
xFcVD6Zh0mo,Azure Essentials for Databricks - Mount ADLS Containers on to Azure Databricks Clusters,2022-03-19T04:30:31Z,2098,12,2,2882.0
aJ2wSc8yYBM,Databricks Platform Features - Deep Dive into Delta Lake using PySpark Data Frames,2022-02-10T15:00:11Z,5186,80,4,4111.0
RuMgec50adA,Databricks Platform Features -  Deep Dive into Delta Lake using Spark SQL,2022-02-16T13:00:13Z,3590,45,1,3502.0
Vi1KswnNVE4,Databricks Platform Features - Overview of Databricks SQL Clusters,2022-03-26T04:30:28Z,2202,24,3,3866.0
LUvzy5CdWGI,Apache Spark Python - Data Processing Overview - Starting Spark Context - pyspark,2022-01-06T16:11:09Z,1197,5,0,464.0
T7eXC5Rjiv0,Apache Spark Python - Data Processing Overview - Overview of Spark Read APIs,2022-01-06T16:11:09Z,340,1,2,665.0
ezKx5ZDdO30,Apache Spark Python - Data Processing Overview - Understanding airlines data,2022-01-06T16:11:09Z,311,1,0,257.0
19RvRfsm_EA,Apache Spark Python - Data Processing Overview - Inferring Schema,2022-01-06T16:11:09Z,264,1,0,402.0
wE5W9W-z7i4,Apache Spark Python - Data Processing Overview - Previewing Airlines Data,2022-01-06T16:12:46Z,2405,21,0,396.0
gBGSzbUVnp0,Apache Spark Python - Data Processing Overview - Overview of Data Frame APIs,2022-01-06T16:11:09Z,180,2,0,432.0
YLeTt1NLohQ,Apache Spark Python - Data Processing Overview - Overview of Functions,2022-01-06T16:11:09Z,209,2,0,295.0
f0NC3FfsyUY,Apache Spark Python - Data Processing Overview - Overview of Spark Write APIs,2022-01-06T16:11:09Z,184,2,0,618.0
cFBDRi2j4s8,Getting Started with Databricks Certified Associate Developer for Apache Spark 3,2022-08-13T05:30:10Z,10087,92,13,988.0
0xE7xc8_LhE,Setup Databricks Environment using Azure,2022-08-20T05:30:08Z,4187,35,7,2788.0
pmwepW69sYw,Create Spark Dataframes using Python Collections and Pandas Dataframes using Databricks and Pyspark,2022-09-03T05:30:13Z,4486,53,13,5028.0
Vi1Is632mpM,Selecting and Renaming Columns in Spark Data Frames using Databricks and Pyspark,2022-09-10T05:30:14Z,2796,34,5,4658.0
VILFMnK9_DE,Filtering Data from Spark Data Frames using Databricks and Pyspark,2022-09-17T05:30:10Z,2338,23,5,5083.0
vPc4ngM1wnw,Dropping Columns from Spark Data Frames using Databricks and Pyspark,2022-09-24T05:30:13Z,1030,13,1,1492.0
WI1kIMKVnnA,Sorting Data in Spark Data Frames using Databricks and Pyspark,2022-10-01T05:30:08Z,1417,26,1,2612.0
yRCZdLzBSl4,Performing Aggregations on Spark Data Frames using Databricks and Pyspark,2022-10-08T05:30:12Z,1409,23,2,2520.0
qBS5DVIjrrY,Joining Spark Data Frames using Databricks and Pyspark,2022-10-15T05:30:08Z,1650,22,3,3399.0
d2jRKO36pho,Manipulating Columns in Spark Data Frames using Databricks and Pyspark,2022-10-22T05:30:09Z,2139,26,5,8324.0
S40u_Hc56r0,Reading Data from Spark Data Frames into Files using Databricks and Pyspark,2022-10-29T05:30:07Z,1268,19,3,4923.0
kw97X45DNGc,Writing Data from Files into Spark Data Frames using Databricks and Pyspark,2022-11-05T05:30:10Z,1179,19,3,4826.0
X9DyrdxqV6Q,Partitioning Spark Data Frames using Databricks and Pyspark,2022-11-12T05:30:08Z,1426,10,3,1581.0
NzAfBBBNyHI,Working with Spark SQL Functions using Databricks and Pyspark,2022-11-18T18:30:11Z,2169,16,4,956.0
fKq9jUNWniI,Spark Architecture Concepts and Performance Tuning using Adaptive Query Execution using Databricks,2022-11-26T05:30:09Z,4205,44,7,2138.0
2rUD-slqyq8,Getting Started with Linux Shell Commands,2022-05-16T07:30:11Z,2992,34,4,1793.0
VcYzlPXlvoY,Listing files and folders in Linux File System using ls,2022-05-18T11:08:01Z,2001,15,1,3955.0
MKywzWq0cSE,"Filtering files and folders in Linux File System using piping, pattern matching, find, grep, etc",2022-05-18T11:07:51Z,1218,12,4,4082.0
4P7DZ5U9-Vk,"Processing Data in Files using Linux Commands such as cat, head, tail, cut, sort, uniq, etc",2022-05-18T11:07:55Z,839,7,1,3673.0
aJOjPO4LZho,Understanding File and Folder Properties with hands on examples using Linux Shell Commands,2022-05-18T11:07:36Z,429,3,1,4028.0
de2TglkBQQo,"Basic System Commands to get cpu, memory, and storage details in Linux",2022-05-18T11:07:41Z,1780,16,1,2613.0
YORb6-_ye04,Managing Files and Folders in Linux,2022-06-06T05:30:11Z,981,7,3,10225.0
CqEr70HzJNo,Comparing Files and Folders in Linux using diff linux,2022-06-07T05:30:10Z,1202,15,5,1805.0
ASrO1GSH9sc,Getting Started with AWS,2022-06-09T05:30:11Z,527,17,3,2808.0
MR49tsedDLQ,Overview of SSH to interact with remote servers,2022-06-10T05:30:13Z,646,7,1,3675.0
p4JlHKHIdIY,Variables and Environment Variables in Linux,2022-09-12T14:41:19Z,1493,13,2,2858.0
jjm08taLSbQ,Basic Networking Concepts using Linux,2022-06-11T05:30:11Z,1295,10,1,3993.0
6Vu4GoKSpPQ,Copy Files and Folders between Multiple Systems using scp,2022-06-12T05:30:10Z,1300,8,3,4762.0
6YXfY5qjZnI,Troubleshooting Application issues using find and grep in Linux,2022-06-13T05:30:11Z,991,16,1,3944.0
tBxUUSjvtMw,Monitoring and Managing Linux Servers using System Commands,2022-06-14T05:30:09Z,1851,22,5,8290.0
HAShGs04p8M,Overview of Developer Tools for Linux using Windows,2022-06-15T05:30:09Z,410,10,1,4610.0
3hcWmJqAAe4,Overview of Ansible for Server Automation,2022-06-16T05:30:12Z,729,13,3,7985.0
BFHLgmGDJdI,Overview of Automation using Python on Linux,2022-10-09T05:30:10Z,2515,28,1,4874.0
Vbs9JEIzNXg,Data Engineering Spark SQL - Windowing Functions -  Introduction - Windowing Functions,2022-01-06T16:11:09Z,722,3,0,128.0
jDE2UFL1NrA,Data Engineering Spark SQL - Windowing Functions - Prepare HR Database,2022-01-06T16:11:09Z,265,2,0,224.0
pcoWsrGjcko,Data Engineering Spark SQL - Windowing Functions - Overview of Windowing Functions,2022-01-06T16:11:09Z,259,2,0,203.0
L6swCyuKCy0,Data Engineering Spark SQL - Windowing Functions - Aggregations using Windowing Functions,2022-01-06T16:11:09Z,157,1,0,638.0
pFOauTRc_-E,Data Engineering Spark SQL - Windowing Functions - Using LEAD or LAG,2022-01-06T16:11:08Z,200,3,0,660.0
srnQIMlwsao,Data Engineering Spark SQL - Windowing Functions - Getting first and last values,2022-01-06T16:11:09Z,151,0,0,436.0
2lS1wdJIw3k,Data Engineering Spark SQL - Windowing Functions - Ranking using Windowing Functions,2022-01-06T16:11:09Z,94,1,0,682.0
rL63IWDBMpo,Data Engineering Spark SQL - Windowing Functions - Order of execution of SQL,2022-01-06T16:11:09Z,108,3,0,409.0
l1wUCVVWoTY,Data Engineering Spark SQL - Windowing Functions - Overview of Subqueries,2022-01-06T16:11:09Z,142,1,0,249.0
ryai-imSYwE,Data Engineering Spark SQL - Windowing Functions - Filtering Window Function Results,2022-01-06T16:11:09Z,207,2,0,315.0
oB_ivM_heGY,Apache Spark Python - Spark Metastore - Overview of Spark Metastore,2022-01-06T16:11:08Z,433,1,0,439.0
9hRKWXbp9As,Apache Spark Python - Spark Metastore - Exploring Spark Catalog,2022-01-06T16:12:45Z,951,7,0,167.0
myiNruxXyHw,Apache Spark Python - Spark Metastore - Creating Metastore Tables using catalog,2022-01-06T16:11:09Z,545,6,1,610.0
CUmwbjthdCE,Apache Spark Python - Spark Metastore - Inferring Schema for Tables,2022-01-06T16:11:09Z,109,1,2,427.0
mn95gfeLf7Y,Apache Spark Python - Spark Metastore - Define Schema for Tables using StructType,2022-01-06T16:11:09Z,303,5,0,408.0
QF17WwcGKNA,Apache Spark Python - Spark Metastore - Inserting into Existing Tables,2022-01-06T16:11:09Z,120,1,0,379.0
A1uBwYc5ihI,Apache Spark Python - Spark Metastore - Read and Process data from Metastore Tables,2022-01-06T16:11:09Z,80,0,0,376.0
SzsASBvS4ac,Apache Spark Python - Spark Metastore - Create Partitioned Tables,2022-01-06T16:12:45Z,374,3,1,545.0
c-aJ5FRO0g8,Apache Spark Python - Spark Metastore - Saving as Partitioned Table,2022-01-06T16:11:09Z,231,4,0,306.0
qgzBz2zNqUw,Apache Spark Python - Spark Metastore - Creating Temporary Views,2022-01-06T16:11:08Z,321,1,0,278.0
6lciOR-KlUk,Apache Spark Python - Spark Metastore - Using Spark SQL,2022-01-06T16:11:09Z,78,0,0,536.0
3oUB90d70yM,Apache Spark Python - Development Life Cycle - Setup Virtual Environment and Install Pyspark,2022-01-06T16:12:45Z,3119,15,0,302.0
fIAGCPWbDcw,Apache Spark Python - Development Life Cycle - Getting Started with Pycharm,2022-01-06T16:11:09Z,622,4,0,313.0
kuI3E-Hsqv8,Apache Spark Python - Development Life Cycle - Passing Run Time Arguments,2022-01-06T16:11:09Z,388,1,0,347.0
2b6na9n92yk,Apache Spark Python - Development Life Cycle - Accessing OS Environment Variables,2022-01-06T16:11:09Z,310,1,0,296.0
wt0zXYZ2oGE,Apache Spark Python - Development Life Cycle - Getting Started with Spark,2022-01-06T16:11:09Z,219,3,0,190.0
UOnXJCtpSYc,Apache Spark Python - Development Life Cycle - Create Function for Spark Session,2022-01-06T16:11:09Z,283,4,2,365.0
yqMDGpcb5oo,Apache Spark Python - Development Life Cycle - Setup Sample Data,2022-01-06T16:11:09Z,156,1,0,146.0
FQF2LABTxaQ,Apache Spark Python - Development Life Cycle - Read data from files,2022-01-06T16:11:09Z,231,0,0,543.0
i2ulny7Rrn4,Apache Spark Python - Development Life Cycle - Process data using Spark APIs,2022-01-06T16:11:09Z,150,1,0,403.0
N_taMG_GuG4,Apache Spark Python - Development Life Cycle - Write data to files,2022-01-06T16:11:09Z,138,0,0,444.0
TxxeWeI3NaE,Apache Spark Python - Development Life Cycle - Validating Writing Data to Files,2022-01-06T16:11:09Z,216,0,0,423.0
VHRI_5IVDU8,Apache Spark Python - Development Life Cycle - Productionizing the Code,2022-01-06T16:11:09Z,243,0,0,293.0
kqyJJ7pNzU4,Apache Spark Python - Development Life Cycle - Setting up Data for Production Validation,2022-01-06T16:11:09Z,203,0,0,280.0
RKtVv5YsJ4A,Apache Spark Python - Development Life Cycle - Running the application using YARN,2022-01-06T16:11:09Z,334,1,9,549.0
IDF-9bfUV2U,Apache Spark Python - Development Life Cycle - Detailed Validation of the Application,2022-01-06T16:11:09Z,543,6,0,554.0
lEL9JmmntfQ,Apache Spark Python - Transformations - Prepare Datasets for Joins,2022-01-06T16:07:29Z,197,2,0,352.0
8Rvp6OLiVC8,Apache Spark Python - Transformations - Analyze Datasets for Joins,2022-01-06T16:07:29Z,86,1,0,504.0
B5K5IWX4s_8,Apache Spark Python - Transformations - Problem Statements for Joins,2022-01-06T16:07:29Z,68,0,0,114.0
NssCy9MNgLk,Apache Spark Python - Transformations - Overview of Joins,2022-01-06T16:09:10Z,77,0,0,85.0
3TJh1FTExhM,Apache Spark Python - Transformations - Using Inner Joins,2022-01-06T16:09:09Z,91,1,0,480.0
ZRNZPDWA0Lo,Apache Spark Python - Transformations - Left or Right Outer Join,2022-01-06T16:07:29Z,138,0,0,593.0
fEbrXT_NdVM,Apache Spark Python - Transformations - Solution - Get Flight Count Per US Airport,2022-01-06T16:09:09Z,102,0,0,266.0
IyNN7MimaVs,Apache Spark Python - Transformations - Solution - Get Flight Count Per US State,2022-01-06T16:07:29Z,49,0,0,168.0
XmAPAdb-YhM,Apache Spark Python - Transformations - Solution - Get Dormant US Airports,2022-01-06T16:11:09Z,62,0,0,219.0
VQ2ke2TqLJg,Apache Spark Python - Transformations - Solution - Get Origins without master data,2022-01-06T16:11:09Z,113,1,0,264.0
91Onfm8QSqU,Apache Spark Python - Transformations - Solution - Get Count of Flights without master data,2022-01-06T16:11:09Z,53,0,0,168.0
RRJrMiMC7co,Apache Spark Python - Transformations - Solution - Get Count of Flights:Airport without data,2022-01-06T16:11:09Z,80,0,0,224.0
kwv_fQIOw2Y,Apache Spark Python - Transformations - Solution - Get Daily Revenue,2022-01-06T16:11:09Z,60,0,0,227.0
Riimk1nVCzU,Apache Spark Python - Transformations - Solution - Get Daily Revenue rolled up till Yearly,2022-01-06T16:11:09Z,83,0,1,287.0
nftVhLQTnV0,Apache Spark Python - Basic Transformations - Overview of Basic Transformations,2022-01-06T16:07:29Z,194,2,0,154.0
mMr40JoNQR8,Apache Spark Python - Basic Transformations - Data Frame for basic transformations,2022-01-06T16:07:29Z,119,1,0,239.0
BWW_jImU3MA,Apache Spark Python - Basic Transformations - Basic Filtering of Data,2022-01-06T16:07:30Z,102,4,0,436.0
rUAE80vBuF8,Apache Spark Python - Basic Transformations - Filtering Example using dates,2022-01-06T16:07:29Z,122,2,0,509.0
-QsyiHke-uo,Apache Spark Python - Basic Transformations - Boolean Operators,2022-01-06T16:07:29Z,72,0,0,598.0
0l0c5jllxM0,Apache Spark Python - Basic Transformations - Using IN Operator or isin Function,2022-01-06T16:07:29Z,86,1,0,354.0
v3_gLrYv8S0,Apache Spark Python - Basic Transformations - Using LIKE Operator or like Function,2022-01-06T16:07:29Z,66,0,0,301.0
TF9Fi3sDRrA,Apache Spark Python - Basic Transformations - Using BETWEEN Operator,2022-01-06T16:07:29Z,52,0,0,319.0
vJtM0syrS78,Apache Spark Python - Basic Transformations - Dealing with Nulls while Filtering,2022-01-06T16:09:09Z,83,0,0,348.0
WwP-HtbvJwY,Apache Spark Python - Basic Transformations - Total Aggregations,2022-01-06T16:07:29Z,49,0,0,706.0
8jjPQ-FmR-M,Apache Spark Python - Basic Transformations - Aggregate data using groupBy,2022-01-06T16:07:29Z,66,1,0,518.0
w2qlilV-bfs,Apache Spark Python - Basic Transformations - Aggregate data using rollup,2022-01-06T16:07:29Z,172,0,0,449.0
c2K8dmYybrY,Apache Spark Python - Basic Transformations - Aggregate data using cube,2022-01-06T16:07:29Z,73,0,0,424.0
GU_lXmjKnhs,Apache Spark Python - Basic Transformations - Overview of Sorting Data Frames,2022-01-06T16:07:29Z,46,0,0,643.0
uKnBpJ1I_Ck,Apache Spark Python - Basic Transformations - Solution - Problem 1 - Get Total Aggregations,2022-01-06T16:09:09Z,55,0,0,436.0
A-KSjfR2k74,Apache Spark Python - Basic Transformations - Solution - Problem 2 Aggregations By FlightDate,2022-01-06T16:09:09Z,48,0,0,247.0
gXvf6mR1rMg,Data Engineering Spark SQL - Spark SQL Functions - Overview of Functions,2022-01-06T16:03:13Z,182,0,0,178.0
oPZvjOj_24E,Data Engineering Spark SQL - Spark SQL Functions - Validating Functions,2022-01-06T16:03:12Z,88,0,0,272.0
nZTqJEWWf6E,Data Engineering Spark SQL - Spark SQL Functions - String Manipulation Functions,2022-01-06T16:07:29Z,144,2,0,646.0
nbipBuzoOTM,Data Engineering Spark SQL - Spark SQL Functions - Date Manipulation Functions,2022-01-06T16:07:30Z,239,5,0,958.0
mm-L5Q5V7kI,Data Engineering Spark SQL - Spark SQL Functions - Overview of Numeric Functions,2022-01-06T16:09:09Z,73,0,0,528.0
UIQ_uOzcVBs,Data Engineering Spark SQL - Spark SQL Functions - Data Type Conversion,2022-01-06T16:07:29Z,71,0,0,254.0
q619hmYyaW8,Data Engineering Spark SQL - Spark SQL Functions - Dealing with Nulls,2022-01-06T16:07:29Z,78,1,0,465.0
VfMqBQcxdeo,Data Engineering Spark SQL - Spark SQL Functions - Using CASE and WHEN,2022-01-06T16:07:29Z,237,1,0,439.0
y2d9fOKlLuA,Data Engineering Spark SQL - Spark SQL Functions - Query Example - Word Count,2022-01-06T16:09:09Z,123,0,0,423.0
Hm79ErThCVU,Data Engineering Spark SQL - Spark SQL Functions - Introduction - Overview of Spark SQL Functions,2022-01-06T16:09:09Z,71,0,0,117.0
WgZTONupRho,Apache Spark Python - Processing Column Data - Overview of Predefined Functions in Spark,2022-01-06T16:09:09Z,266,3,0,453.0
ACqKvAz8V6Q,Apache Spark Python - Processing Column Data - Create Dummy Data Frame,2022-01-06T16:07:29Z,158,1,0,296.0
bdM7GQqvFVo,Apache Spark Python - Processing Column Data - Categories of Functions,2022-01-06T16:09:09Z,91,1,0,202.0
jNza3OB4C_8,Apache Spark Python - Processing Column Data - Special Functions - col and lit,2022-01-06T16:07:29Z,1258,30,2,377.0
yWp5jU0mK5U,Apache Spark Python - Processing Column Data - Common String Manipulation Functions,2022-01-06T16:07:29Z,133,4,0,238.0
WEI4enlrkNA,Apache Spark Python - Processing Column Data - Extracting Strings using substring,2022-01-06T16:07:29Z,755,5,0,494.0
L1FDmjFSjxE,Apache Spark Python - Processing Column Data - Extracting Strings using split,2022-01-06T16:07:29Z,581,6,0,418.0
D-fagkmZJIM,Apache Spark Python - Processing Column Data - Padding Characters around Strings,2022-01-06T16:07:31Z,81,1,0,322.0
0ZAHRL7EiGU,Apache Spark Python - Processing Column Data - Trimming Characters from Strings,2022-01-06T16:07:29Z,378,1,0,302.0
FZQb6RBsvtk,Apache Spark Python - Processing Column Data - Date and Time Manipulation Functions,2022-01-06T16:07:29Z,76,1,0,269.0
FnVLu8s5rhk,Apache Spark Python - Processing Column Data - Date and Time Arithmetic,2022-01-06T16:09:09Z,120,2,1,309.0
sMtIb_LPQp4,Apache Spark Python - Processing Column Data - Using Date and Time Trunc Functions,2022-01-06T16:07:30Z,106,0,0,359.0
L-7dsePvQYw,Apache Spark Python - Processing Column Data - Date and Time Extract Functions,2022-01-06T16:07:29Z,67,0,0,251.0
rOXY0thFqVY,Apache Spark Python - Processing Column Data - Using to_date and to_timestamp,2022-01-06T16:07:29Z,179,1,0,491.0
lXhKJTYOLzw,Apache Spark Python - Processing Column Data - Using date_format Function,2022-01-06T16:07:29Z,62,0,0,358.0
ZBeOkv6vy1Q,Apache Spark Python - Processing Column Data - Dealing with Unix Timestamp,2022-01-06T16:09:09Z,461,5,0,365.0
Un92cBCAi5w,Apache Spark Python - Processing Column Data - Dealing with Nulls,2022-01-06T16:07:29Z,86,1,0,354.0
gch3DjdiK4A,Apache Spark Python - Processing Column Data - Using CASE and WHEN,2022-01-06T16:07:29Z,79,2,0,426.0
wRM6Xl1vsUk,Data Engineering Spark SQL - Tables - DML & Partitioning - Introduction - Managing Tables,2022-01-06T16:03:13Z,133,1,0,209.0
xwzA0jHh1ow,Data Engineering Spark SQL - Tables - DML & Partitioning - Introduction to Partitioning,2022-01-06T16:03:13Z,67,0,0,94.0
bihpd4ygGyU,Data Engineering Spark SQL - Tables - DML & Partitioning - Creating Tables using Parquet,2022-01-06T16:03:13Z,158,1,0,273.0
ZwbRTfcJ3U8,Data Engineering Spark SQL - Tables - DML & Partitioning - Load vs. Insert,2022-01-06T16:03:13Z,62,1,0,250.0
T_qW1CXO3LM,Data Engineering Spark SQL - Tables - DML & Partitioning - Inserting Data using Stage Table,2022-01-06T16:03:13Z,57,0,0,288.0
Jups_PhYZUk,Data Engineering Spark SQL - Tables - DML & Partitioning - Creating Partitioned Tables,2022-01-06T16:03:12Z,63,0,0,202.0
W21LncY6p_s,Data Engineering Spark SQL - Tables - DML & Partitioning - Adding Partitions to Tables,2022-01-06T16:03:12Z,69,0,0,238.0
rVRM6bdr4fs,Data Engineering Spark SQL - Tables - DML & Partitioning - Loading Data into Partitioned Tables,2022-01-06T16:03:13Z,76,0,0,469.0
IVozNpn0gXc,Data Engineering Spark SQL - Tables - DML & Partitioning - Inserting Data into Partitions,2022-01-06T16:03:12Z,108,2,0,201.0
TqmRgLdBt_Y,Data Engineering Spark SQL - Tables - DML & Partitioning - Using Dynamic Partition Mode,2022-01-06T16:03:13Z,113,0,0,292.0
vKkrfSj7Mv4,Data Engineering Spark SQL - Tables - DML & Partitioning - Exercise - Partitioned Tables,2022-01-06T16:03:13Z,57,0,0,227.0
g3cgP3-ZVjY,Data Engineering using Spark SQL - Basic Transformations - Basic Transformations - Introduction,2022-01-06T16:03:13Z,238,2,0,200.0
Zo78gJvDE5w,Data Engineering using Spark SQL - Basic Transformations - Spark SQL - Overview,2022-01-06T16:03:13Z,194,2,0,393.0
9hYbGYWKkqA,Data Engineering using Spark SQL - Basic Transformations - Define Problem Statement,2022-01-06T16:03:13Z,125,0,0,210.0
h-KaBg8I-MA,Data Engineering using Spark SQL - Basic Transformations - Prepare Tables,2022-01-06T16:03:12Z,137,0,0,294.0
tB3AknT-PFI,Data Engineering using Spark SQL - Basic Transformations - Projecting Data,2022-01-06T16:03:13Z,90,0,0,232.0
mhPt1uDjz5c,Data Engineering using Spark SQL - Basic Transformations - Filtering Data,2022-01-06T16:03:13Z,98,1,0,599.0
XbwN2qgLYr4,Data Engineering using Spark SQL - Basic Transformations - Joining Tables - Inner,2022-01-06T16:03:12Z,92,1,0,434.0
o3yeYiHHQ7s,Data Engineering using Spark SQL - Basic Transformations - Joining Tables - Outer,2022-01-06T16:03:12Z,70,0,0,430.0
xzDwgQ-5uQo,Data Engineering using Spark SQL - Basic Transformations - Aggregating Data,2022-01-06T16:03:13Z,84,0,0,625.0
YCxF4FbFNpk,Data Engineering using Spark SQL - Basic Transformations - Sorting Data,2022-01-06T16:03:13Z,78,0,0,288.0
HcL8kRvynMs,Data Engineering using Spark SQL - Basic Transformations - Conclusion - Final Solution,2022-01-06T16:03:13Z,58,0,0,251.0
1HYY8SYcm9o,Data Engineering Spark SQL - Managing Tables - DDL & DML - Introduction,2022-01-06T16:03:13Z,151,0,0,173.0
aaPUY3a1UQE,Data Engineering Spark SQL - Managing Tables - DDL & DML - Create Spark Metastore Tables,2022-01-06T16:03:13Z,90,0,0,601.0
zZAjnNQbrKw,Data Engineering Spark SQL - Managing Tables - DDL & DML - Overview of Data Types,2022-01-06T16:03:13Z,75,0,0,573.0
oYcro-lCdaU,Data Engineering Spark SQL - Managing Tables - DDL & DML - Adding Comments,2022-01-06T16:03:12Z,60,0,0,134.0
P-4zd7i2M-E,Data Engineering Spark SQL - Managing Tables - DDL & DML - Loading Data Into Tables - Local,2022-01-06T16:03:13Z,61,1,0,262.0
bVTt0DkF2ok,Data Engineering Spark SQL - Managing Tables - DDL & DML - Loading Data Into Tables - HDFS,2022-01-06T16:03:12Z,62,0,0,355.0
u8B3QoWMC44,Data Engineering Spark SQL - Managing Tables - DDL & DML - Loading Data - Append and Overwrite,2022-01-06T16:03:13Z,86,0,0,168.0
IORm4oPIeRI,Data Engineering Spark SQL - Managing Tables - DDL & DML - Creating External Tables,2022-01-06T16:03:13Z,87,1,0,191.0
85Mwk8c0VFU,Data Engineering Spark SQL - Managing Tables - DDL & DML - Managed Tables vs External Tables,2022-01-06T16:03:13Z,76,0,0,284.0
6UfP_usSysg,Data Engineering Spark SQL - Managing Tables - DDL & DML - Overview of File Formats,2022-01-06T16:03:12Z,64,0,0,447.0
AJ4Kec347zE,Data Engineering Spark SQL - Managing Tables - DDL & DML - Drop Tables and Databases,2022-01-06T16:03:12Z,69,1,0,253.0
GsnGuh3J2SY,Data Engineering Spark SQL - Managing Tables - DDL & DML - Truncating Tables,2022-01-06T16:03:13Z,60,0,0,146.0
Zkz95r-o7f4,Data Engineering Spark SQL - Managing Tables - DDL & DML - Exercise - Managed Tables,2022-01-06T16:03:13Z,63,0,0,416.0
QLa4YEqKxA0,Data Engineering using Spark SQL - Getting Started - Getting Started - Overview,2022-01-06T16:03:12Z,588,4,0,128.0
_GpxJiOY7D4,Data Engineering using Spark SQL - Getting Started - Overview of Spark Documentation,2022-01-06T16:03:12Z,360,2,0,156.0
hwVSlSb17pg,Data Engineering using Spark SQL - Getting Started - Launching and using Spark SQL CLI,2022-01-06T16:03:13Z,390,1,0,252.0
nYC8l6nIQ6A,Data Engineering using Spark SQL - Getting Started - Overview of Spark SQL Properties,2022-01-06T16:03:13Z,256,2,0,520.0
8o8UYolYCXs,Data Engineering using Spark SQL - Getting Started - Running OS Commands using Spark SQL,2022-01-06T16:03:12Z,209,0,0,200.0
f60Pk7ihGWg,Data Engineering using Spark SQL - Getting Started - Understanding Warehouse Directory,2022-01-06T16:03:13Z,188,0,0,246.0
avtTvbprUvc,Data Engineering using Spark SQL - Getting Started - Managing Spark Metastore Databases,2022-01-06T16:03:13Z,173,2,0,548.0
jJwSZb2b4Gc,Data Engineering using Spark SQL - Getting Started - Managing Spark Metastore Tables,2022-01-06T16:03:13Z,114,0,0,204.0
KTyj8qtZnVM,Data Engineering using Spark SQL - Getting Started - Retrieve Metadata of Tables,2022-01-06T16:03:13Z,177,1,0,147.0
leljXLwHkzU,Data Engineering using Spark SQL - Getting Started - Role of Spark Metastore or Hive Metastore,2022-01-06T16:03:13Z,283,0,1,300.0
xQ1AJQCLxeo,Data Engineering using Spark SQL - Getting Started - Exercise - Getting Started with Spark SQL,2022-01-06T16:03:12Z,144,1,0,520.0
QAOGSY8r29M,Introduction to Hadoop eco system - Overview of HDFS - Getting help or usage,2022-01-06T15:57:50Z,438,3,0,248.0
G-wI2JhhLdk,Introduction to Hadoop eco system - Overview of HDFS - Listing HDFS Files,2022-01-06T15:57:50Z,206,3,0,243.0
ZPs_UTWu7uk,Introduction to Hadoop eco system - Overview of HDFS - Managing HDFS Directories,2022-01-06T15:57:50Z,181,4,1,784.0
IqBcuRzAoUI,Introduction to Hadoop eco system - Overview of HDFS - Copying files from local to HDFS,2022-01-06T15:57:50Z,158,3,1,753.0
LhA1wRB7OYM,Introduction to Hadoop eco system - Overview of HDFS - Copying files from HDFS to local,2022-01-06T16:06:05Z,126,2,0,335.0
kFB4wNRJd9g,Introduction to Hadoop eco system - Overview of HDFS - Getting File Metadata,2022-01-06T15:57:50Z,143,4,0,449.0
zr40gNqTT-c,Introduction to Hadoop eco system - Overview of HDFS - Previewing Data in HDFS Files,2022-01-06T15:57:50Z,85,2,0,357.0
jHmgYFXFDBg,Introduction to Hadoop eco system - Overview of HDFS - HDFS Block Size,2022-01-06T15:57:50Z,124,2,0,307.0
1KiURhOPdbY,Introduction to Hadoop eco system - Overview of HDFS - HDFS Replication Factor,2022-01-06T16:05:59Z,107,3,0,443.0
JrC2xXEGWC4,Introduction to Hadoop eco system - Overview of HDFS - Getting HDFS Storage Usage,2022-01-06T15:57:50Z,78,2,0,148.0
bi8FrRPcO5Y,Introduction to Hadoop eco system - Overview of HDFS - Using HDFS Stat Commands,2022-01-06T15:57:50Z,83,2,0,108.0
xAHAPXmhfro,Introduction to Hadoop eco system - Overview of HDFS - HDFS File Permissions,2022-01-06T16:03:12Z,119,2,0,550.0
fLzb34z7e_w,Introduction to Hadoop eco system - Overview of HDFS - Overriding Properties,2022-01-06T16:03:13Z,96,1,0,394.0
